user_id,age_group,city_tier,subscription_plan,new_subscription_plan,upgrade_or_not
UIDLC0e6eacc2044,18-24,Tier 2,Basic,Free,0
UIDLC0e7366d05a6,18-24,Tier 3,Basic,Free,0
UIDLC0e74199e65c,25-34,Tier 1,Premium,Free,0
UIDLC0e74ac2cd34,45+,Tier 2,Premium,Free,0
UIDLC0e764d4ffb8,25-34,Tier 2,Basic,Free,0
UIDLC0e766bb6e7e,18-24,Tier 3,Basic,Free,0
UIDLC0e7802b78ca,18-24,Tier 2,Basic,Free,0
UIDLC0e7d1a2a4bc,25-34,Tier 1,Premium,Free,0
UIDLC0e7f0edc202,25-34,Tier 3,Premium,Basic,0
UIDLC0e8493e85bd,18-24,Tier 2,Basic,Free,0
UIDLC0e84b2d6e37,25-34,Tier 3,Basic,Free,0
UIDLC0e8569a44ec,18-24,Tier 1,Premium,Basic,0
UIDLC0e891b9f1a1,18-24,Tier 1,Premium,Basic,0
UIDLC0e89245ddda,18-24,Tier 2,Basic,Free,0
UIDLC0e89de1f84a,18-24,Tier 1,Basic,Free,0
UIDLC0e8c78e33ab,18-24,Tier 3,Premium,Free,0
UIDLC0e8d075b6a5,25-34,Tier 1,Premium,Basic,0
UIDLC0e8dbdc0f91,18-24,Tier 1,Free,Premium,1
UIDLC0e8f88e0736,25-34,Tier 2,Basic,Free,0
UIDLC0e8fce5df2c,35-44,Tier 3,Basic,Free,0
UIDLC0e906a83574,18-24,Tier 3,Basic,Free,0
UIDLC0e91b195bbf,35-44,Tier 3,Premium,Basic,0
UIDLC0e95520a2c1,18-24,Tier 2,Basic,Free,0
UIDLC0e978c483df,18-24,Tier 2,Premium,Basic,0
UIDLC0e998acc519,18-24,Tier 3,Basic,Free,0
UIDLC0e9b6a5e7b7,18-24,Tier 3,Premium,Basic,0
UIDLC0e9bd14983c,35-44,Tier 1,Basic,Premium,1
UIDLC0ea75607cff,25-34,Tier 2,Basic,Free,0
UIDLC0eaa48531d2,25-34,Tier 3,Basic,Free,0
UIDLC0ead7983047,25-34,Tier 3,Premium,Free,0
UIDLC0eade6e6afb,35-44,Tier 1,Free,Premium,1
UIDLC0eb0c2437bd,25-34,Tier 2,Premium,Free,0
UIDLC0eb2c2f17b6,18-24,Tier 2,Premium,Basic,0
UIDLC0eb341aaa0e,18-24,Tier 2,Basic,Free,0
UIDLC0eb4235a24a,18-24,Tier 3,Basic,Free,0
UIDLC0eb50e40af0,18-24,Tier 3,Premium,Free,0
UIDLC0eb94ddd0f8,35-44,Tier 1,Free,Basic,1
UIDLC0ebb3fc8cfc,35-44,Tier 3,Basic,Premium,1
UIDLC0ebf3b98754,25-34,Tier 2,Basic,Free,0
UIDLC0ebfbd6a778,18-24,Tier 3,Basic,Free,0
UIDLC0ebfce5a3cf,18-24,Tier 2,Premium,Free,0
UIDLC0ec22f19689,18-24,Tier 2,Premium,Free,0
UIDLC0ecaf6320ef,18-24,Tier 3,Basic,Free,0
UIDLC0ecd6296e51,18-24,Tier 1,Premium,Basic,0
UIDLC0ecfbc25ca9,18-24,Tier 2,Premium,Free,0
UIDLC0ed422f3baa,35-44,Tier 2,Basic,Free,0
UIDLC0ed5bc00a61,18-24,Tier 3,Basic,Free,0
UIDLC0ed5f9dd8e5,18-24,Tier 3,Basic,Free,0
UIDLC0ed8a56647f,25-34,Tier 1,Premium,Free,0
UIDLC0ed9e9994a4,18-24,Tier 1,Premium,Free,0
UIDLC0eda4ee8808,18-24,Tier 3,Basic,Free,0
UIDLC0edc86ed809,35-44,Tier 2,Free,Basic,1
UIDLC0edcce397d6,18-24,Tier 3,Basic,Free,0
UIDLC0ede27aeb4a,18-24,Tier 2,Basic,Free,0
UIDLC0edeeb03288,25-34,Tier 2,Basic,Free,0
UIDLC0ee066392b8,45+,Tier 2,Premium,Free,0
UIDLC0ee6f8864b4,18-24,Tier 2,Premium,Free,0
UIDLC0ee92a40fc1,35-44,Tier 2,Free,Premium,1
UIDLC0ee964fc0dc,18-24,Tier 1,Basic,Free,0
UIDLC0eea2817145,18-24,Tier 1,Premium,Free,0
UIDLC0ef5c734d34,35-44,Tier 1,Premium,Free,0
UIDLC0efcf3afebe,25-34,Tier 3,Basic,Free,0
UIDLC0effafe91fd,25-34,Tier 2,Premium,Free,0
UIDLC0f01ad3b62c,35-44,Tier 2,Free,Basic,1
UIDLC0f01da77d00,25-34,Tier 1,Premium,Basic,0
UIDLC0f020878884,25-34,Tier 1,Free,Basic,1
UIDLC0f08204ac09,18-24,Tier 3,Basic,Free,0
UIDLC0f08fcc6aa5,18-24,Tier 3,Basic,Free,0
UIDLC0f0b2c77658,18-24,Tier 1,Premium,Free,0
UIDLC0f0c81bd595,35-44,Tier 3,Free,Basic,1
UIDLC0f0c9c2098b,18-24,Tier 1,Premium,Basic,0
UIDLC0f0dac3d5cf,25-34,Tier 3,Premium,Free,0
UIDLC0f1414a0e86,25-34,Tier 1,Free,Basic,1
UIDLC0f159ee21e5,18-24,Tier 3,Basic,Free,0
UIDLC0f2096f9a35,18-24,Tier 2,Premium,Free,0
UIDLC0f2617fb39a,18-24,Tier 3,Basic,Free,0
UIDLC0f2794c1d81,25-34,Tier 3,Basic,Premium,1
UIDLC0f28d62b6a3,45+,Tier 3,Premium,Free,0
UIDLC0f2b00c057a,18-24,Tier 1,Premium,Free,0
UIDLC0f2cb38a416,25-34,Tier 2,Premium,Free,0
UIDLC0f30a5837c1,18-24,Tier 2,Basic,Free,0
UIDLC0f3247c527c,25-34,Tier 3,Basic,Free,0
UIDLC0f325b195a0,18-24,Tier 3,Basic,Free,0
UIDLC0f35d33864e,18-24,Tier 3,Premium,Free,0
UIDLC0f39513e03a,25-34,Tier 2,Basic,Free,0
UIDLC0f41ec6f183,18-24,Tier 2,Basic,Free,0
UIDLC0f43ca91ed8,18-24,Tier 3,Basic,Free,0
UIDLC0f449121a29,25-34,Tier 3,Premium,Free,0
UIDLC0f449fc6cbf,35-44,Tier 1,Premium,Free,0
UIDLC0f4511ef5d4,18-24,Tier 2,Premium,Basic,0
UIDLC0f457c1d76d,35-44,Tier 1,Free,Basic,1
UIDLC0f47bf3deac,25-34,Tier 1,Basic,Free,0
UIDLC0f4cff4f61b,35-44,Tier 3,Premium,Basic,0
UIDLC0f4d634952e,25-34,Tier 1,Free,Basic,1
UIDLC0f4e1e85ac1,18-24,Tier 1,Free,Premium,1
UIDLC0f52859ce22,18-24,Tier 1,Premium,Free,0
UIDLC0f5497bba9d,25-34,Tier 3,Basic,Free,0
UIDLC0f54b9afd3e,25-34,Tier 2,Premium,Free,0
UIDLC0f5b0703c94,18-24,Tier 2,Basic,Free,0
UIDLC0f5ca765525,25-34,Tier 1,Free,Basic,1
UIDLC0f602552f1f,18-24,Tier 1,Premium,Free,0
UIDLC0f62b25d31e,18-24,Tier 1,Premium,Free,0
UIDLC0f6929ef1ef,25-34,Tier 2,Premium,Basic,0
UIDLC0f6a6039ffd,35-44,Tier 2,Basic,Free,0
UIDLC0f73f281294,25-34,Tier 2,Basic,Premium,1
UIDLC0f753543bbf,18-24,Tier 1,Premium,Free,0
UIDLC0f7f8d7d9ff,25-34,Tier 1,Basic,Free,0
UIDLC0f827d44a3a,18-24,Tier 3,Premium,Free,0
UIDLC0f839727b90,18-24,Tier 2,Premium,Basic,0
UIDLC0f83e580b03,25-34,Tier 1,Free,Basic,1
UIDLC0f842c266a2,18-24,Tier 1,Premium,Free,0
UIDLC0f85d5e65a8,25-34,Tier 1,Premium,Free,0
UIDLC0f877828753,18-24,Tier 2,Premium,Free,0
UIDLC0f8d3ad96ed,25-34,Tier 1,Premium,Basic,0
UIDLC0f8e7dee7d4,25-34,Tier 2,Basic,Free,0
UIDLC0f9206bd062,35-44,Tier 2,Premium,Free,0
UIDLC0f9291d1864,18-24,Tier 2,Basic,Free,0
UIDLC0f96b838c5a,18-24,Tier 3,Premium,Basic,0
UIDLC0f9db410531,18-24,Tier 2,Premium,Free,0
UIDLC0f9f386db50,18-24,Tier 3,Basic,Free,0
UIDLC0f9fd7c12ca,45+,Tier 3,Premium,Free,0
UIDLC0f9fd9f4f20,25-34,Tier 2,Premium,Free,0
UIDLC0fa247d669b,25-34,Tier 2,Premium,Basic,0
UIDLC0fa371568d7,18-24,Tier 1,Premium,Free,0
UIDLC0fa37d42c03,18-24,Tier 3,Premium,Free,0
UIDLC0fac6e64644,35-44,Tier 1,Free,Premium,1
UIDLC0fb18810cf0,35-44,Tier 3,Basic,Free,0
UIDLC0fb22d7d7af,35-44,Tier 2,Premium,Free,0
UIDLC0fb311c1a86,25-34,Tier 3,Premium,Free,0
UIDLC0fb657db731,25-34,Tier 3,Basic,Free,0
UIDLC0fb6e56739a,18-24,Tier 1,Basic,Free,0
UIDLC0fbb40d93de,18-24,Tier 2,Premium,Basic,0
UIDLC0fbd12b041a,18-24,Tier 2,Basic,Free,0
UIDLC0fbea3e7fcf,45+,Tier 3,Basic,Free,0
UIDLC0fc07a981bd,45+,Tier 2,Basic,Free,0
UIDLC0fc25c56de2,18-24,Tier 1,Premium,Free,0
UIDLC0fc30f3b1e4,25-34,Tier 2,Free,Basic,1
UIDLC0fc368e54e0,35-44,Tier 3,Basic,Premium,1
UIDLC0fc36c16433,18-24,Tier 2,Basic,Free,0
UIDLC0fc4bddf7e6,35-44,Tier 3,Basic,Free,0
UIDLC0fc9a890722,18-24,Tier 1,Basic,Free,0
UIDLC0fc9c03439b,18-24,Tier 2,Premium,Free,0
UIDLC0fca720c8f5,45+,Tier 2,Premium,Free,0
UIDLC0fcaedf5349,18-24,Tier 1,Basic,Free,0
UIDLC0fd23bec1c2,18-24,Tier 3,Premium,Free,0
UIDLC0fd4dea29be,18-24,Tier 1,Premium,Free,0
UIDLC0fd4fd5b5a7,18-24,Tier 1,Premium,Free,0
UIDLC0fd5069d910,18-24,Tier 1,Premium,Free,0
UIDLC0fd84cdd20c,25-34,Tier 3,Free,Basic,1
UIDLC0fdb4428fb6,18-24,Tier 2,Premium,Free,0
UIDLC0fe18503ecf,45+,Tier 3,Basic,Free,0
UIDLC0fe26cb0a58,25-34,Tier 2,Premium,Free,0
UIDLC0fe45288f60,45+,Tier 2,Free,Basic,1
UIDLC0fe7bf969ba,18-24,Tier 2,Basic,Free,0
UIDLC0feacf880f4,25-34,Tier 2,Premium,Free,0
UIDLC0fee55e9b61,35-44,Tier 3,Free,Basic,1
UIDLC0fee6c4bd25,25-34,Tier 1,Basic,Premium,1
UIDLC0feecb843bd,18-24,Tier 1,Premium,Basic,0
UIDLC0ff2e88acfa,35-44,Tier 2,Premium,Basic,0
UIDLC0ff83d788ae,25-34,Tier 1,Free,Basic,1
UIDLC0ff8d400271,18-24,Tier 3,Premium,Free,0
UIDLC0ffe21f598e,25-34,Tier 3,Premium,Free,0
UIDLC10002a5b94a,18-24,Tier 2,Premium,Basic,0
UIDLC10079b6e4f5,25-34,Tier 2,Free,Basic,1
UIDLC100c10c6ef9,25-34,Tier 3,Premium,Free,0
UIDLC100c7fb29b0,35-44,Tier 2,Basic,Premium,1
UIDLC101241f0cd6,18-24,Tier 3,Basic,Free,0
UIDLC1019967cea2,35-44,Tier 2,Basic,Free,0
UIDLC1020182c5a5,18-24,Tier 2,Free,Premium,1
UIDLC102115b336f,45+,Tier 2,Basic,Free,0
UIDLC102117c55a2,35-44,Tier 2,Premium,Free,0
UIDLC1021e5ee0e9,18-24,Tier 2,Basic,Free,0
UIDLC10251c844f8,35-44,Tier 2,Premium,Free,0
UIDLC10252a75483,35-44,Tier 1,Basic,Premium,1
UIDLC102574c0ec4,35-44,Tier 1,Basic,Premium,1
UIDLC102a0569899,35-44,Tier 1,Free,Premium,1
UIDLC102d75cceb6,25-34,Tier 3,Premium,Free,0
UIDLC102d7642fde,25-34,Tier 3,Free,Basic,1
UIDLC1033946e253,45+,Tier 2,Basic,Free,0
UIDLC1033efe1e85,18-24,Tier 1,Premium,Free,0
UIDLC1037cad81ba,25-34,Tier 2,Free,Basic,1
UIDLC103dd629f6a,18-24,Tier 1,Premium,Free,0
UIDLC103fada2492,45+,Tier 2,Premium,Free,0
UIDLC103fe6f00b8,45+,Tier 2,Basic,Free,0
UIDLC104269a0c4d,18-24,Tier 1,Premium,Free,0
UIDLC104315cb28d,18-24,Tier 2,Basic,Free,0
UIDLC10486287b33,18-24,Tier 3,Premium,Free,0
UIDLC104a36c104a,18-24,Tier 1,Basic,Free,0
UIDLC104f34a6fd5,18-24,Tier 1,Premium,Basic,0
UIDLC10577ba10da,25-34,Tier 3,Basic,Free,0
UIDLC105808486f5,45+,Tier 2,Premium,Basic,0
UIDLC10597e87e44,25-34,Tier 2,Premium,Free,0
UIDLC1067f3181af,45+,Tier 3,Basic,Free,0
UIDLC106921cdd9b,18-24,Tier 3,Basic,Free,0
UIDLC106d6235152,18-24,Tier 2,Premium,Free,0
UIDLC106e05c694f,18-24,Tier 2,Premium,Basic,0
UIDLC106e4c8fb0c,25-34,Tier 1,Premium,Free,0
UIDLC106ea741731,45+,Tier 1,Premium,Free,0
UIDLC10731bf5a30,25-34,Tier 2,Basic,Premium,1
UIDLC10732802cbb,18-24,Tier 3,Premium,Free,0
UIDLC1074663d3a4,25-34,Tier 1,Basic,Free,0
UIDLC10762406d11,25-34,Tier 2,Premium,Basic,0
UIDLC107961fee42,18-24,Tier 2,Premium,Basic,0
UIDLC107ad5b041f,18-24,Tier 2,Basic,Free,0
UIDLC107bae30e0f,45+,Tier 3,Free,Premium,1
UIDLC1080a089b20,18-24,Tier 1,Premium,Free,0
UIDLC10868b54fd6,45+,Tier 1,Free,Basic,1
UIDLC108812b8421,25-34,Tier 2,Basic,Free,0
UIDLC10885119278,25-34,Tier 1,Premium,Free,0
UIDLC108baad4fda,25-34,Tier 3,Basic,Free,0
UIDLC1093023bcd7,18-24,Tier 2,Basic,Free,0
UIDLC10953c4f8ce,18-24,Tier 2,Basic,Free,0
UIDLC10959d7c9c9,25-34,Tier 1,Basic,Free,0
UIDLC1098f4b0031,25-34,Tier 2,Premium,Basic,0
UIDLC109c56a0534,25-34,Tier 2,Premium,Free,0
UIDLC109cac6bf60,35-44,Tier 2,Premium,Free,0
UIDLC10a8699c382,25-34,Tier 1,Premium,Free,0
UIDLC10abaf1107b,35-44,Tier 1,Basic,Premium,1
UIDLC10b75ae2cdf,18-24,Tier 3,Basic,Free,0
UIDLC10baa11062d,18-24,Tier 1,Premium,Free,0
UIDLC10bc6a60aa8,35-44,Tier 1,Basic,Premium,1
UIDLC10be2a8b607,25-34,Tier 3,Premium,Free,0
UIDLC10c1408698f,18-24,Tier 3,Free,Basic,1
UIDLC10c1aa9ffd1,25-34,Tier 2,Premium,Basic,0
UIDLC10c5eb8c771,18-24,Tier 1,Premium,Basic,0
UIDLC10c6801e585,18-24,Tier 1,Premium,Free,0
UIDLC10c8120d24e,35-44,Tier 1,Basic,Free,0
UIDLC10c8adcb939,18-24,Tier 1,Premium,Free,0
UIDLC10caab094d1,18-24,Tier 3,Basic,Free,0
UIDLC10cfc9bb0e2,25-34,Tier 2,Basic,Free,0
UIDLC10d3c704102,35-44,Tier 3,Free,Basic,1
UIDLC10d63692563,45+,Tier 2,Premium,Free,0
UIDLC10d7cf0848e,35-44,Tier 3,Basic,Free,0
UIDLC10dbbe4e0de,18-24,Tier 1,Basic,Free,0
UIDLC10dcbfd3ba6,25-34,Tier 2,Basic,Free,0
UIDLC10e0790d717,35-44,Tier 1,Free,Basic,1
UIDLC10e305bad9a,35-44,Tier 2,Premium,Basic,0
UIDLC10e8c8f63aa,25-34,Tier 1,Basic,Free,0
UIDLC10e8c9225cd,35-44,Tier 3,Premium,Free,0
UIDLC10e9b035ce1,25-34,Tier 2,Basic,Free,0
UIDLC10eb49b27bc,25-34,Tier 2,Premium,Free,0
UIDLC10f363e0808,18-24,Tier 2,Basic,Free,0
UIDLC10f93449ee6,18-24,Tier 3,Basic,Free,0
UIDLC10faf30e49e,25-34,Tier 2,Basic,Free,0
UIDLC10fe7319d53,35-44,Tier 2,Free,Basic,1
UIDLC1103063b5fa,25-34,Tier 2,Premium,Free,0
UIDLC1103a0d8695,18-24,Tier 3,Basic,Free,0
UIDLC1103c6a14aa,18-24,Tier 3,Premium,Basic,0
UIDLC110425e7fd0,18-24,Tier 2,Premium,Basic,0
UIDLC1105285a910,25-34,Tier 3,Basic,Free,0
UIDLC11060a3e2fb,18-24,Tier 2,Premium,Free,0
UIDLC11062f6cc9e,18-24,Tier 3,Premium,Free,0
UIDLC1106b2708a8,18-24,Tier 1,Premium,Basic,0
UIDLC110851ec96a,35-44,Tier 3,Free,Basic,1
UIDLC1110cf1d43b,25-34,Tier 2,Free,Basic,1
UIDLC11122d9dce9,25-34,Tier 3,Basic,Free,0
UIDLC111282e223a,18-24,Tier 2,Premium,Basic,0
UIDLC1115c784f38,25-34,Tier 1,Free,Basic,1
UIDLC111768bb35a,35-44,Tier 2,Free,Basic,1
UIDLC1119775969d,18-24,Tier 2,Basic,Premium,1
UIDLC111c1053b57,25-34,Tier 2,Premium,Basic,0
UIDLC111c425a913,25-34,Tier 1,Basic,Free,0
UIDLC111dd461f17,18-24,Tier 1,Premium,Free,0
UIDLC111ee8b150d,25-34,Tier 3,Basic,Free,0
UIDLC1120c95e98b,18-24,Tier 2,Basic,Free,0
UIDLC1129001eb64,45+,Tier 1,Basic,Premium,1
UIDLC112a41964be,18-24,Tier 1,Premium,Free,0
UIDLC113108c6387,25-34,Tier 1,Premium,Free,0
UIDLC1135cea6a5e,18-24,Tier 3,Free,Premium,1
UIDLC113620c4737,18-24,Tier 3,Basic,Free,0
UIDLC113857079dd,25-34,Tier 3,Premium,Basic,0
UIDLC11455f1c5e0,18-24,Tier 1,Basic,Free,0
UIDLC1146d780d9b,25-34,Tier 1,Basic,Premium,1
UIDLC114d06dede3,25-34,Tier 1,Free,Premium,1
UIDLC114d8a8ef36,18-24,Tier 3,Basic,Free,0
UIDLC115146f7293,18-24,Tier 3,Premium,Basic,0
UIDLC11546b62c8d,45+,Tier 2,Free,Basic,1
UIDLC1154be08c38,35-44,Tier 2,Premium,Basic,0
UIDLC115bfaa826b,18-24,Tier 1,Premium,Free,0
UIDLC1162aa8869b,35-44,Tier 2,Basic,Free,0
UIDLC1162f95c878,18-24,Tier 2,Basic,Free,0
UIDLC1163f249e09,18-24,Tier 3,Basic,Free,0
UIDLC11640e048af,18-24,Tier 2,Premium,Free,0
UIDLC11669fcf0ad,35-44,Tier 1,Premium,Free,0
UIDLC1168db50f75,25-34,Tier 3,Basic,Free,0
UIDLC116f53bfd1d,18-24,Tier 1,Premium,Free,0
UIDLC11706d23d50,25-34,Tier 3,Basic,Free,0
UIDLC117915e8287,25-34,Tier 3,Premium,Free,0
UIDLC117cb057f24,35-44,Tier 2,Free,Premium,1
UIDLC11815f4bf27,45+,Tier 2,Free,Basic,1
UIDLC11877d1d1f0,25-34,Tier 2,Basic,Free,0
UIDLC1188155abe7,35-44,Tier 2,Basic,Free,0
UIDLC11899ad06fe,18-24,Tier 2,Basic,Free,0
UIDLC118b64ae152,18-24,Tier 1,Premium,Free,0
UIDLC1196c638efa,45+,Tier 2,Free,Basic,1
UIDLC119a02c9bbe,18-24,Tier 2,Premium,Free,0
UIDLC119c1574bfd,25-34,Tier 2,Basic,Free,0
UIDLC119fb47eb51,25-34,Tier 2,Basic,Free,0
UIDLC11a1a2034d3,35-44,Tier 2,Basic,Free,0
UIDLC11a26a76f59,18-24,Tier 1,Basic,Free,0
UIDLC11a271bf13b,25-34,Tier 1,Free,Premium,1
UIDLC11a4cd7c42f,25-34,Tier 1,Premium,Free,0
UIDLC11a71e3564f,18-24,Tier 1,Basic,Free,0
UIDLC11a9e198638,25-34,Tier 2,Premium,Basic,0
UIDLC11add4208e7,45+,Tier 1,Free,Basic,1
UIDLC11b3bb82fac,25-34,Tier 3,Basic,Free,0
UIDLC11b4395b485,25-34,Tier 3,Basic,Free,0
UIDLC11b6d8b406b,25-34,Tier 3,Basic,Free,0
UIDLC11b78c83e98,25-34,Tier 3,Basic,Free,0
UIDLC11b8b83a233,25-34,Tier 3,Premium,Basic,0
UIDLC11bad5bc870,25-34,Tier 2,Basic,Free,0
UIDLC11bcb39776a,18-24,Tier 2,Premium,Free,0
UIDLC11bf01dd114,25-34,Tier 1,Basic,Premium,1
UIDLC11ca88bfc65,25-34,Tier 1,Basic,Free,0
UIDLC11ce540a516,18-24,Tier 1,Basic,Free,0
UIDLC11d0cc23a2b,18-24,Tier 2,Basic,Free,0
UIDLC11d17e33c4b,25-34,Tier 2,Basic,Free,0
UIDLC11d3c9cca64,25-34,Tier 3,Basic,Free,0
UIDLC11d826cabd9,18-24,Tier 1,Premium,Free,0
UIDLC11d85cd7f4f,35-44,Tier 2,Free,Basic,1
UIDLC11e12844073,35-44,Tier 1,Premium,Free,0
UIDLC11e47967ecc,35-44,Tier 3,Premium,Free,0
UIDLC11e670f8450,25-34,Tier 1,Premium,Free,0
UIDLC11ed53477f4,25-34,Tier 3,Basic,Free,0
UIDLC11eeaecddb1,35-44,Tier 2,Free,Basic,1
UIDLC11f28902a0a,35-44,Tier 3,Premium,Free,0
UIDLC11f28a9b137,25-34,Tier 3,Basic,Free,0
UIDLC11f3a3259e3,35-44,Tier 1,Premium,Basic,0
UIDLC11f9881407a,18-24,Tier 2,Basic,Free,0
UIDLC12008be0961,18-24,Tier 3,Premium,Free,0
UIDLC1202f5e7c23,25-34,Tier 2,Basic,Free,0
UIDLC1203901f378,45+,Tier 1,Premium,Free,0
UIDLC1205a2e2d44,18-24,Tier 2,Premium,Free,0
UIDLC1208fed805f,25-34,Tier 2,Basic,Free,0
UIDLC120900c859c,18-24,Tier 1,Premium,Free,0
UIDLC1209ea2464b,35-44,Tier 1,Premium,Free,0
UIDLC120cb435412,18-24,Tier 1,Basic,Free,0
UIDLC120f85b5ff0,35-44,Tier 3,Basic,Free,0
UIDLC1217ffe7606,18-24,Tier 2,Premium,Free,0
UIDLC1219a193355,35-44,Tier 3,Free,Basic,1
UIDLC121a9b2dd15,35-44,Tier 2,Basic,Free,0
UIDLC121bbefd6e8,18-24,Tier 1,Free,Basic,1
UIDLC121fc8e7b25,35-44,Tier 1,Free,Basic,1
UIDLC122079c07ca,18-24,Tier 2,Premium,Free,0
UIDLC12252980cc2,35-44,Tier 1,Premium,Basic,0
UIDLC1226565a41f,18-24,Tier 3,Basic,Free,0
UIDLC1226a358327,25-34,Tier 1,Basic,Free,0
UIDLC122c1b69d99,25-34,Tier 1,Premium,Free,0
UIDLC122eec1bf57,18-24,Tier 1,Basic,Premium,1
UIDLC122ef3edf97,35-44,Tier 2,Premium,Free,0
UIDLC12345c4dc3f,18-24,Tier 2,Basic,Free,0
UIDLC1234aacf8ba,45+,Tier 3,Free,Basic,1
UIDLC12388b5bb8a,18-24,Tier 1,Basic,Free,0
UIDLC1238caa8cbe,35-44,Tier 3,Basic,Free,0
UIDLC123bd3dc4cd,18-24,Tier 3,Basic,Free,0
UIDLC123e3fea1f9,25-34,Tier 2,Basic,Free,0
UIDLC123ee34d934,35-44,Tier 2,Free,Premium,1
UIDLC123f563871f,25-34,Tier 2,Free,Basic,1
UIDLC123ffc739dd,18-24,Tier 2,Basic,Free,0
UIDLC12421d9d7f2,25-34,Tier 1,Premium,Free,0
UIDLC124462b4824,25-34,Tier 3,Basic,Free,0
UIDLC12449dfdf4e,18-24,Tier 2,Basic,Free,0
UIDLC124531bc85a,18-24,Tier 2,Basic,Free,0
UIDLC124765ac9db,35-44,Tier 2,Premium,Basic,0
UIDLC1249d8b9d3f,35-44,Tier 2,Free,Basic,1
UIDLC124af180117,18-24,Tier 2,Basic,Free,0
UIDLC124edb4e060,18-24,Tier 2,Premium,Free,0
UIDLC124ff6de5b7,35-44,Tier 1,Premium,Basic,0
UIDLC125185e220c,25-34,Tier 1,Basic,Free,0
UIDLC1252e39f5be,18-24,Tier 3,Basic,Free,0
UIDLC1252f38aa62,45+,Tier 2,Basic,Free,0
UIDLC1254e88124c,25-34,Tier 2,Basic,Free,0
UIDLC125a61d507a,25-34,Tier 3,Free,Premium,1
UIDLC125beae655b,18-24,Tier 1,Basic,Free,0
UIDLC1260fa82f9b,35-44,Tier 2,Basic,Free,0
UIDLC126464d2058,18-24,Tier 1,Basic,Free,0
UIDLC1264e4d9fd1,18-24,Tier 3,Premium,Basic,0
UIDLC1266b69c2d4,35-44,Tier 3,Basic,Free,0
UIDLC126bd4cb2e4,18-24,Tier 2,Premium,Free,0
UIDLC126f5ff89cc,18-24,Tier 3,Basic,Free,0
UIDLC12761916378,35-44,Tier 2,Free,Basic,1
UIDLC127861a01f7,25-34,Tier 2,Premium,Free,0
UIDLC127a6a6cc57,18-24,Tier 3,Basic,Free,0
UIDLC127aa0a4414,18-24,Tier 1,Premium,Free,0
UIDLC1281a3a56d1,35-44,Tier 1,Free,Basic,1
UIDLC12873df4b51,25-34,Tier 2,Basic,Free,0
UIDLC1288042366d,35-44,Tier 1,Premium,Free,0
UIDLC1289e5ebcf3,18-24,Tier 2,Basic,Free,0
UIDLC128ac134ef0,25-34,Tier 2,Premium,Free,0
UIDLC128f63ed02d,25-34,Tier 1,Basic,Free,0
UIDLC128fa82f6f4,25-34,Tier 1,Premium,Free,0
UIDLC1290a4579d6,45+,Tier 2,Basic,Free,0
UIDLC1291bdc0f71,18-24,Tier 1,Premium,Free,0
UIDLC1296ec60d3d,25-34,Tier 3,Basic,Free,0
UIDLC129fa4fd54f,45+,Tier 1,Basic,Premium,1
UIDLC12a1c2ed113,25-34,Tier 3,Premium,Free,0
UIDLC12a39714235,18-24,Tier 2,Basic,Free,0
UIDLC12a8c41585f,25-34,Tier 1,Premium,Free,0
UIDLC12ad9a66703,25-34,Tier 3,Free,Basic,1
UIDLC12ae136970d,18-24,Tier 2,Premium,Free,0
UIDLC12b02a720fb,25-34,Tier 3,Premium,Free,0
UIDLC12b453b0a97,25-34,Tier 3,Premium,Basic,0
UIDLC12b68a8e00e,35-44,Tier 2,Free,Basic,1
UIDLC12b785ea06e,18-24,Tier 1,Premium,Free,0
UIDLC12b9200db62,35-44,Tier 2,Premium,Free,0
UIDLC12beaa06283,18-24,Tier 2,Basic,Free,0
UIDLC12c668f26ef,35-44,Tier 1,Free,Basic,1
UIDLC12ca74ca8d1,25-34,Tier 1,Basic,Free,0
UIDLC12cb430f51b,18-24,Tier 3,Premium,Basic,0
UIDLC12cbd144aa4,18-24,Tier 2,Premium,Basic,0
UIDLC12cc843d535,25-34,Tier 1,Basic,Premium,1
UIDLC12cd6f19c48,18-24,Tier 1,Premium,Free,0
UIDLC12cf21f059a,18-24,Tier 3,Basic,Free,0
UIDLC12d5822f30a,18-24,Tier 1,Premium,Free,0
UIDLC12d95b55066,25-34,Tier 3,Basic,Free,0
UIDLC12da6c1cb31,18-24,Tier 2,Basic,Free,0
UIDLC12dd99e7ed3,25-34,Tier 2,Premium,Free,0
UIDLC12e0acebc14,18-24,Tier 3,Basic,Free,0
UIDLC12e6495965c,18-24,Tier 3,Basic,Free,0
UIDLC12e879b8337,35-44,Tier 3,Basic,Free,0
UIDLC12e90cff565,18-24,Tier 3,Basic,Free,0
UIDLC12f21a82661,25-34,Tier 1,Basic,Free,0
UIDLC12f35607314,25-34,Tier 1,Premium,Free,0
UIDLC12f8a0ba5c1,25-34,Tier 2,Basic,Free,0
UIDLC12fab99c697,18-24,Tier 1,Premium,Free,0
UIDLC12fdd1a98c5,18-24,Tier 3,Basic,Free,0
UIDLC1303845e2cd,25-34,Tier 1,Free,Basic,1
UIDLC1305b045c8b,25-34,Tier 1,Premium,Free,0
UIDLC1306c34d76c,35-44,Tier 2,Basic,Free,0
UIDLC1307d6129a1,18-24,Tier 1,Premium,Free,0
